order_id,market,booked_key,expected_key,actual_key,mw,order_value,material_committed,promised_months,slip_months,cancelled,status
NX-00458,US / Canada,2025-03-01,2025-08-01,2025-08-01,13.2,1095600.0,547800.0,5,0.0,False,On plan
NX-00459,US / Canada,2025-03-01,2025-08-01,2025-08-01,12.8,1062400.0,531200.0,5,0.0,False,On plan
NX-00460,US / Canada,2025-03-01,2025-12-01,2025-12-01,14.9,1236700.0,618350.0,9,0.0,False,On plan
NX-00461,US / Canada,2025-03-01,2025-08-01,2025-08-01,7.4,614200.0,307100.0,5,0.36,False,On plan
NX-00462,US / Canada,2025-03-01,2026-01-01,2026-02-01,38.7,3212100.0000000005,1606050.0000000002,10,1.11,False,On plan
NX-00463,US / Canada,2025-03-01,2025-12-01,2025-12-01,4.3,356900.0,178450.0,9,0.1,False,On plan
NX-00464,US / Canada,2025-03-01,2025-11-01,2026-02-01,19.9,1651699.9999999998,825849.9999999999,8,2.93,False,Slipped 2mo+
NX-00465,US / Canada,2025-03-01,2025-08-01,2025-08-01,11.5,954500.0,477250.0,5,0.11,False,On plan
NX-00466,US / Canada,2025-03-01,2026-04-01,2026-04-01,5.4,448200.00000000006,224100.00000000003,13,0.0,False,On plan
NX-00467,US / Canada,2025-03-01,2025-09-01,2025-09-01,22.8,1892400.0,946200.0,6,0.0,False,On plan
NX-00468,US / Canada,2025-03-01,2025-09-01,2025-09-01,25.2,2091600.0,1045800.0,6,0.03,False,On plan
NX-00469,US / Canada,2025-03-01,2026-02-01,2026-02-01,13.3,1103900.0,551950.0,11,0.0,False,On plan
NX-00470,US / Canada,2025-03-01,2025-10-01,2025-10-01,3.0,249000.0,124500.0,7,0.0,False,On plan
NX-00471,US / Canada,2025-03-01,2025-11-01,2025-11-01,6.7,556100.0,278050.0,8,0.02,False,On plan
NX-00472,US / Canada,2025-03-01,2025-08-01,2025-09-01,14.8,1228400.0,614200.0,5,1.21,False,On plan
NX-00473,US / Canada,2025-03-01,2025-10-01,2025-10-01,31.0,2573000.0,1286500.0,7,0.08,False,On plan
NX-00474,US / Canada,2025-03-01,2025-10-01,2025-10-01,7.1,589300.0,294650.0,7,0.15,False,On plan
NX-00475,US / Canada,2025-03-01,2025-08-01,2025-08-01,5.4,448200.00000000006,224100.00000000003,5,0.01,False,On plan
NX-00476,US / Canada,2025-03-01,2025-09-01,2025-09-01,4.8,398400.0,199200.0,6,0.01,False,On plan
NX-00477,US / Canada,2025-03-01,2026-09-01,2026-09-01,9.0,747000.0,373500.0,18,0.12,False,On plan
NX-00478,US / Canada,2025-03-01,2025-10-01,2025-10-01,11.3,937900.0,468950.0,7,0.08,False,On plan
NX-00479,US / Canada,2025-03-01,2026-01-01,2026-01-01,31.7,2631100.0,1315550.0,10,0.0,False,On plan
NX-00480,Europe,2025-03-01,2025-08-01,2025-11-01,6.6,580800.0,290400.0,5,2.89,False,Slipped 2mo+
NX-00481,Europe,2025-03-01,2025-08-01,2025-08-01,4.6,404800.0,202400.0,5,0.31,False,On plan
NX-00482,Europe,2025-03-01,2025-12-01,2025-12-01,23.7,2085600.0,1042800.0,9,0.07,False,On plan
NX-00483,Europe,2025-03-01,2025-08-01,2025-08-01,20.0,1760000.0,880000.0,5,0.11,False,On plan
NX-00484,MENA,2025-03-01,2026-03-01,2026-04-01,6.4,518400.0,259200.0,12,0.89,False,On plan
NX-00485,MENA,2025-03-01,2025-08-01,2025-09-01,26.4,2138400.0,1069200.0,5,0.98,False,On plan
NX-00486,MENA,2025-03-01,2026-08-01,2027-08-01,18.1,1466100.0,733050.0,17,11.55,False,Slipped 2mo+
NX-00487,MENA,2025-03-01,2026-01-01,2026-04-01,12.5,1012500.0,506250.0,10,2.8,False,Slipped 2mo+
NX-00488,India,2025-03-01,2026-01-01,2026-07-01,16.8,1192800.0,596400.0,10,5.85,False,Slipped 2mo+
NX-00489,Australia/SEA,2025-03-01,2025-08-01,2025-10-01,25.7,2158800.0,1079400.0,5,1.68,False,On plan
NX-00490,Australia/SEA,2025-03-01,2026-02-01,2026-03-01,2.2,184800.00000000003,92400.00000000001,11,0.93,False,On plan
NX-00491,LATAM,2025-03-01,2026-03-01,2027-06-01,40.9,3231100.0,1615550.0,12,14.94,False,Slipped 2mo+
NX-00492,LATAM,2025-03-01,2025-12-01,2025-12-01,9.9,782100.0,391050.0,9,0.07,False,On plan
NX-00493,LATAM,2025-03-01,2025-08-01,,10.6,837400.0,418700.0,5,0.23,True,Cancelled
NX-00494,LATAM,2025-03-01,2025-10-01,2025-11-01,13.3,1050700.0,525350.0,7,1.19,False,On plan
NX-00495,US / Canada,2025-04-01,2025-11-01,2025-11-01,4.9,406700.00000000006,203350.00000000003,7,0.0,False,On plan
NX-00496,US / Canada,2025-04-01,2025-09-01,2025-09-01,5.8,481400.0,240700.0,5,0.0,False,On plan
NX-00497,US / Canada,2025-04-01,2025-11-01,2025-11-01,15.0,1245000.0,622500.0,7,0.16,False,On plan
NX-00498,US / Canada,2025-04-01,2025-10-01,2026-01-01,14.7,1220100.0,610050.0,6,2.99,False,Slipped 2mo+
NX-00499,US / Canada,2025-04-01,2025-09-01,2025-10-01,8.6,713800.0,356900.0,5,0.89,False,On plan
NX-00500,US / Canada,2025-04-01,2025-12-01,2025-12-01,6.0,498000.0,249000.0,8,0.0,False,On plan
NX-00501,US / Canada,2025-04-01,2026-04-01,2026-05-01,6.4,531200.0,265600.0,12,0.53,False,On plan
NX-00502,US / Canada,2025-04-01,2025-11-01,2025-11-01,34.3,2846899.9999999995,1423449.9999999998,7,0.0,False,On plan
NX-00503,US / Canada,2025-04-01,2025-09-01,2025-12-01,18.3,1518900.0,759450.0,5,3.07,False,Slipped 2mo+
NX-00504,US / Canada,2025-04-01,2025-09-01,2025-09-01,11.9,987700.0,493850.0,5,0.0,False,On plan
NX-00505,US / Canada,2025-04-01,2026-02-01,2026-02-01,34.8,2888399.9999999995,1444199.9999999998,10,0.02,False,On plan
NX-00506,US / Canada,2025-04-01,2026-01-01,2026-01-01,3.6,298800.0,149400.0,9,0.44,False,On plan
NX-00507,US / Canada,2025-04-01,2026-02-01,2026-02-01,7.2,597600.0,298800.0,10,0.0,False,On plan
NX-00508,US / Canada,2025-04-01,2025-09-01,2025-09-01,4.5,373500.0,186750.0,5,0.12,False,On plan
NX-00509,US / Canada,2025-04-01,2025-10-01,2025-10-01,38.6,3203800.0,1601900.0,6,0.01,False,On plan
NX-00510,US / Canada,2025-04-01,2026-05-01,2026-05-01,10.6,879800.0,439900.0,13,0.01,False,On plan
NX-00511,US / Canada,2025-04-01,2025-12-01,2025-12-01,8.5,705500.0,352750.0,8,0.48,False,On plan
NX-00512,US / Canada,2025-04-01,2025-09-01,2025-09-01,18.9,1568699.9999999998,784349.9999999999,5,0.28,False,On plan
NX-00513,US / Canada,2025-04-01,2025-10-01,2025-11-01,20.5,1701500.0,850750.0,6,1.41,False,On plan
NX-00514,US / Canada,2025-04-01,2026-04-01,2026-04-01,14.0,1162000.0,581000.0,12,0.03,False,On plan
NX-00515,US / Canada,2025-04-01,2025-11-01,2025-11-01,11.6,962800.0,481400.0,7,0.01,False,On plan
NX-00516,US / Canada,2025-04-01,2025-09-01,2025-10-01,10.0,830000.0,415000.0,5,1.39,False,On plan
NX-00517,US / Canada,2025-04-01,2025-10-01,2025-10-01,10.5,871500.0,435750.0,6,0.0,False,On plan
NX-00518,US / Canada,2025-04-01,2026-03-01,2026-06-01,16.4,1361199.9999999998,680599.9999999999,11,3.31,False,Slipped 2mo+
NX-00519,US / Canada,2025-04-01,2026-04-01,2026-04-01,9.8,813400.0000000001,406700.00000000006,12,0.28,False,On plan
NX-00520,US / Canada,2025-04-01,2025-10-01,2025-11-01,31.6,2622800.0,1311400.0,6,0.62,False,On plan
NX-00521,US / Canada,2025-04-01,2025-09-01,2025-09-01,13.7,1137100.0,568550.0,5,0.35,False,On plan
NX-00522,US / Canada,2025-04-01,2025-11-01,2025-11-01,5.0,415000.0,207500.0,7,0.0,False,On plan
NX-00523,US / Canada,2025-04-01,2026-02-01,2026-02-01,24.2,2008600.0,1004300.0,10,0.44,False,On plan
NX-00524,US / Canada,2025-04-01,2026-01-01,2026-03-01,4.3,356900.0,178450.0,9,1.97,False,On plan
NX-00525,Europe,2025-04-01,2025-12-01,2025-12-01,3.4,299200.0,149600.0,8,0.31,False,On plan
NX-00526,Europe,2025-04-01,2025-12-01,2025-12-01,40.6,3572800.0,1786400.0,8,0.03,False,On plan
NX-00527,Europe,2025-04-01,2026-02-01,2026-02-01,22.3,1962400.0,981200.0,10,0.0,False,On plan
NX-00528,Europe,2025-04-01,2025-09-01,2026-02-01,15.7,1381600.0,690800.0,5,4.92,False,Slipped 2mo+
NX-00529,Europe,2025-04-01,2025-09-01,2025-09-01,17.7,1557600.0,778800.0,5,0.41,False,On plan
NX-00530,Europe,2025-04-01,2025-11-01,2025-11-01,18.0,1584000.0,792000.0,7,0.0,False,On plan
NX-00531,US / Canada,2025-05-01,2026-03-01,2026-03-01,21.2,1759600.0,879800.0,10,0.07,False,On plan
NX-00532,US / Canada,2025-05-01,2026-01-01,2026-01-01,3.9,323700.0,161850.0,8,0.08,False,On plan
NX-00533,US / Canada,2025-05-01,2026-03-01,2026-03-01,16.4,1361199.9999999998,680599.9999999999,10,0.0,False,On plan
NX-00534,US / Canada,2025-05-01,2026-06-01,2026-08-01,21.7,1801100.0,900550.0,13,1.51,False,On plan
NX-00535,US / Canada,2025-05-01,2025-10-01,2025-10-01,11.1,921300.0,460650.0,5,0.01,False,On plan
NX-00536,US / Canada,2025-05-01,2026-01-01,2026-01-01,7.7,639100.0,319550.0,8,0.0,False,On plan
NX-00537,US / Canada,2025-05-01,2026-07-01,2026-07-01,20.8,1726400.0,863200.0,14,0.29,False,On plan
NX-00538,US / Canada,2025-05-01,2026-03-01,2026-03-01,41.4,3436200.0,1718100.0,10,0.0,False,On plan
NX-00539,US / Canada,2025-05-01,2026-03-01,2026-03-01,20.6,1709800.0000000002,854900.0000000001,10,0.0,False,On plan
NX-00540,US / Canada,2025-05-01,2025-10-01,2025-10-01,98.5,8175500.0,4087750.0,5,0.05,False,On plan
NX-00541,US / Canada,2025-05-01,2026-07-01,2026-07-01,19.2,1593600.0,796800.0,14,0.02,False,On plan
NX-00542,US / Canada,2025-05-01,2026-01-01,2026-01-01,25.8,2141400.0,1070700.0,8,0.0,False,On plan
NX-00543,US / Canada,2025-05-01,2026-12-01,2026-12-01,16.2,1344600.0,672300.0,19,0.11,False,On plan
NX-00544,US / Canada,2025-05-01,2025-10-01,2026-07-01,29.0,2407000.0,1203500.0,5,9.28,False,Slipped 2mo+
NX-00545,US / Canada,2025-05-01,2026-02-01,2026-02-01,3.6,298800.0,149400.0,9,0.35,False,On plan
NX-00546,US / Canada,2025-05-01,2025-10-01,2025-10-01,11.2,929600.0,464800.0,5,0.03,False,On plan
NX-00547,US / Canada,2025-05-01,2026-05-01,2026-05-01,11.2,929600.0,464800.0,12,0.06,False,On plan
NX-00548,US / Canada,2025-05-01,2025-10-01,2025-10-01,14.0,1162000.0,581000.0,5,0.0,False,On plan
NX-00549,US / Canada,2025-05-01,2025-11-01,2025-11-01,13.7,1137100.0,568550.0,6,0.0,False,On plan
NX-00550,US / Canada,2025-05-01,2026-01-01,2026-01-01,16.4,1361199.9999999998,680599.9999999999,8,0.35,False,On plan
NX-00551,US / Canada,2025-05-01,2026-06-01,2026-09-01,24.2,2008600.0,1004300.0,13,2.88,False,Slipped 2mo+
NX-00552,US / Canada,2025-05-01,2026-12-01,2026-12-01,11.4,946200.0,473100.0,19,0.01,False,On plan
NX-00553,US / Canada,2025-05-01,2025-12-01,2025-12-01,7.1,589300.0,294650.0,7,0.5,False,On plan
NX-00554,US / Canada,2025-05-01,2026-04-01,2026-04-01,81.6,6772799.999999999,3386399.9999999995,11,0.06,False,On plan
NX-00555,US / Canada,2025-05-01,2026-11-01,2027-01-01,4.6,381800.0,190900.0,18,2.35,False,Slipped 2mo+
NX-00556,US / Canada,2025-05-01,2025-10-01,2025-10-01,9.1,755300.0,377650.0,5,0.07,False,On plan
NX-00557,US / Canada,2025-05-01,2025-11-01,2025-11-01,28.3,2348900.0,1174450.0,6,0.04,False,On plan
NX-00558,US / Canada,2025-05-01,2026-01-01,2026-01-01,6.2,514600.0,257300.0,8,0.16,False,On plan
NX-00559,Europe,2025-05-01,2025-10-01,2025-10-01,2.2,193600.00000000003,96800.00000000001,5,0.01,False,On plan
NX-00560,Europe,2025-05-01,2025-12-01,2025-12-01,35.3,3106399.9999999995,1553199.9999999998,7,0.01,False,On plan
NX-00561,Europe,2025-05-01,2026-06-01,2026-07-01,23.0,2024000.0,1012000.0,13,0.53,False,On plan
NX-00562,Europe,2025-05-01,2026-02-01,2026-02-01,11.8,1038400.0,519200.0,9,0.49,False,On plan
NX-00563,MENA,2025-05-01,2025-11-01,2025-12-01,106.4,8618400.0,4309200.0,6,0.91,False,On plan
NX-00564,MENA,2025-05-01,2026-01-01,2026-01-01,83.9,6795900.0,3397950.0,8,0.07,False,On plan
NX-00565,India,2025-05-01,2026-08-01,2026-09-01,8.8,624800.0,312400.0,15,0.76,False,On plan
NX-00566,India,2025-05-01,2026-05-01,2026-08-01,13.6,965600.0,482800.0,12,3.21,False,Slipped 2mo+
NX-00567,Australia/SEA,2025-05-01,2026-03-01,2026-05-01,12.8,1075200.0,537600.0,10,1.85,False,On plan
NX-00568,Australia/SEA,2025-05-01,2026-04-01,2026-06-01,6.4,537600.0,268800.0,11,1.84,False,On plan
NX-00569,LATAM,2025-05-01,2026-03-01,2026-07-01,19.3,1524700.0,762350.0,10,3.58,False,Slipped 2mo+
NX-00570,LATAM,2025-05-01,2026-06-01,2026-06-01,27.3,2156700.0,1078350.0,13,0.15,False,On plan
NX-00571,US / Canada,2025-06-01,2026-01-01,2026-01-01,18.7,1552100.0,776050.0,7,0.01,False,On plan
NX-00572,US / Canada,2025-06-01,2025-12-01,2026-04-01,12.1,1004300.0,502150.0,6,4.21,False,Slipped 2mo+
NX-00573,US / Canada,2025-06-01,2025-11-01,2025-11-01,29.8,2473400.0,1236700.0,5,0.04,False,On plan
NX-00574,US / Canada,2025-06-01,2025-11-01,2025-12-01,14.7,1220100.0,610050.0,5,0.94,False,On plan
NX-00575,US / Canada,2025-06-01,2026-01-01,2026-02-01,7.9,655700.0,327850.0,7,0.53,False,On plan
NX-00576,US / Canada,2025-06-01,2025-11-01,2025-11-01,13.1,1087300.0,543650.0,5,0.0,False,On plan
NX-00577,US / Canada,2025-06-01,2026-11-01,2027-01-01,11.6,962800.0,481400.0,17,1.9,False,On plan
NX-00578,US / Canada,2025-06-01,2026-01-01,2026-04-01,3.9,323700.0,161850.0,7,3.46,False,Slipped 2mo+
NX-00579,US / Canada,2025-06-01,2025-12-01,2025-12-01,6.7,556100.0,278050.0,6,0.0,False,On plan
NX-00580,US / Canada,2025-06-01,2025-11-01,2025-11-01,6.1,506300.0,253150.0,5,0.0,False,On plan
NX-00581,US / Canada,2025-06-01,2026-01-01,2026-01-01,6.5,539500.0,269750.0,7,0.0,False,On plan
NX-00582,US / Canada,2025-06-01,2026-02-01,2026-02-01,8.0,664000.0,332000.0,8,0.49,False,On plan
NX-00583,US / Canada,2025-06-01,2027-02-01,2027-02-01,2.8,232400.0,116200.0,20,0.09,False,On plan
NX-00584,US / Canada,2025-06-01,2025-11-01,2025-11-01,21.1,1751300.0000000002,875650.0000000001,5,0.13,False,On plan
NX-00585,US / Canada,2025-06-01,2026-10-01,2026-10-01,5.9,489700.00000000006,244850.00000000003,16,0.04,False,On plan
NX-00586,US / Canada,2025-06-01,2026-03-01,2026-03-01,6.4,531200.0,265600.0,9,0.02,False,On plan
NX-00587,US / Canada,2025-06-01,2027-04-01,2027-06-01,10.7,888099.9999999999,444049.99999999994,22,2.02,False,Slipped 2mo+
NX-00588,US / Canada,2025-06-01,2026-03-01,2026-03-01,4.1,340299.99999999994,170149.99999999997,9,0.45,False,On plan
NX-00589,US / Canada,2025-06-01,2025-11-01,2026-01-01,19.2,1593600.0,796800.0,5,1.89,False,On plan
NX-00590,US / Canada,2025-06-01,2025-12-01,2025-12-01,10.9,904700.0,452350.0,6,0.28,False,On plan
NX-00591,US / Canada,2025-06-01,2025-11-01,2025-11-01,25.5,2116500.0,1058250.0,5,0.01,False,On plan
NX-00592,US / Canada,2025-06-01,2025-11-01,2025-12-01,6.9,572700.0,286350.0,5,0.63,False,On plan
NX-00593,US / Canada,2025-06-01,2026-02-01,2026-02-01,30.5,2531500.0,1265750.0,8,0.01,False,On plan
NX-00594,US / Canada,2025-06-01,2026-02-01,2026-02-01,18.2,1510600.0,755300.0,8,0.0,False,On plan
NX-00595,Europe,2025-06-01,2026-01-01,2026-01-01,12.2,1073600.0,536800.0,7,0.08,False,On plan
NX-00596,Europe,2025-06-01,2026-02-01,2026-04-01,3.4,299200.0,149600.0,8,1.62,False,On plan
NX-00597,Europe,2025-06-01,2025-12-01,2026-01-01,13.4,1179200.0,589600.0,6,0.73,False,On plan
NX-00598,Europe,2025-06-01,2026-04-01,2026-05-01,9.9,871200.0,435600.0,10,0.6,False,On plan
NX-00599,MENA,2025-06-01,2025-11-01,,42.6,3450600.0,1725300.0,5,6.11,True,Cancelled
NX-00600,MENA,2025-06-01,2025-11-01,2025-11-01,15.5,1255500.0,627750.0,5,0.09,False,On plan
NX-00601,India,2025-06-01,2025-11-01,2025-11-01,11.8,837800.0,418900.0,5,0.36,False,On plan
NX-00602,Australia/SEA,2025-06-01,2025-11-01,2026-01-01,7.9,663600.0,331800.0,5,1.77,False,On plan
NX-00603,Australia/SEA,2025-06-01,2025-11-01,2025-12-01,8.4,705600.0,352800.0,5,0.78,False,On plan
NX-00604,Australia/SEA,2025-06-01,2026-03-01,2026-07-01,26.4,2217600.0,1108800.0,9,3.54,False,Slipped 2mo+
NX-00605,LATAM,2025-06-01,2026-01-01,2026-05-01,34.3,2709700.0,1354850.0,7,3.61,False,Slipped 2mo+
NX-00606,LATAM,2025-06-01,2026-02-01,2026-02-01,10.9,861100.0,430550.0,8,0.25,False,On plan
NX-00607,LATAM,2025-06-01,2025-12-01,2025-12-01,5.5,434500.0,217250.0,6,0.24,False,On plan
NX-00608,US / Canada,2025-07-01,2026-08-01,2027-01-01,22.2,1842600.0,921300.0,13,5.14,False,Slipped 2mo+
NX-00609,US / Canada,2025-07-01,2026-04-01,2026-04-01,15.7,1303100.0,651550.0,9,0.01,False,On plan
NX-00610,US / Canada,2025-07-01,2026-06-01,2026-08-01,13.3,1103900.0,551950.0,11,1.62,False,On plan
NX-00611,US / Canada,2025-07-01,2027-05-01,2027-05-01,5.5,456500.0,228250.0,22,0.01,False,On plan
NX-00612,US / Canada,2025-07-01,2026-02-01,2026-03-01,8.7,722099.9999999999,361049.99999999994,7,1.12,False,On plan
NX-00613,US / Canada,2025-07-01,2026-05-01,2026-05-01,4.1,340299.99999999994,170149.99999999997,10,0.0,False,On plan
NX-00614,US / Canada,2025-07-01,2026-07-01,2026-08-01,5.5,456500.0,228250.0,12,1.37,False,On plan
NX-00615,US / Canada,2025-07-01,2026-03-01,2026-03-01,32.5,2697500.0,1348750.0,8,0.03,False,On plan
NX-00616,US / Canada,2025-07-01,2025-12-01,2026-04-01,28.9,2398700.0,1199350.0,5,3.64,False,Slipped 2mo+
NX-00617,US / Canada,2025-07-01,2025-12-01,2025-12-01,16.0,1328000.0,664000.0,5,0.01,False,On plan
NX-00618,US / Canada,2025-07-01,2026-05-01,2026-07-01,12.7,1054100.0,527050.0,10,2.28,False,Slipped 2mo+
NX-00619,US / Canada,2025-07-01,2025-12-01,2025-12-01,11.5,954500.0,477250.0,5,0.1,False,On plan
NX-00620,US / Canada,2025-07-01,2026-04-01,2026-04-01,5.6,464800.0,232400.0,9,0.32,False,On plan
NX-00621,US / Canada,2025-07-01,2026-02-01,2026-02-01,13.3,1103900.0,551950.0,7,0.07,False,On plan
NX-00622,US / Canada,2025-07-01,2026-07-01,2026-07-01,16.5,1369500.0,684750.0,12,0.15,False,On plan
NX-00623,US / Canada,2025-07-01,2025-12-01,2025-12-01,17.8,1477400.0,738700.0,5,0.0,False,On plan
NX-00624,US / Canada,2025-07-01,2026-02-01,2026-03-01,11.8,979400.0,489700.0,7,0.66,False,On plan
NX-00625,US / Canada,2025-07-01,2025-12-01,2026-01-01,12.6,1045800.0,522900.0,5,0.64,False,On plan
NX-00626,US / Canada,2025-07-01,2025-12-01,2025-12-01,11.4,946200.0,473100.0,5,0.19,False,On plan
NX-00627,US / Canada,2025-07-01,2025-12-01,2025-12-01,16.9,1402699.9999999998,701349.9999999999,5,0.06,False,On plan
NX-00628,US / Canada,2025-07-01,2026-09-01,2026-09-01,7.8,647400.0,323700.0,14,0.0,False,On plan
NX-00629,US / Canada,2025-07-01,2027-03-01,2027-03-01,8.2,680599.9999999999,340299.99999999994,20,0.0,False,On plan
NX-00630,US / Canada,2025-07-01,2026-01-01,2026-01-01,51.5,4274500.0,2137250.0,6,0.01,False,On plan
NX-00631,Europe,2025-07-01,2026-01-01,2026-02-01,12.5,1100000.0,550000.0,6,0.66,False,On plan
NX-00632,Europe,2025-07-01,2026-02-01,2026-06-01,17.2,1513600.0,756800.0,7,3.82,False,Slipped 2mo+
NX-00633,Europe,2025-07-01,2026-03-01,2026-05-01,10.5,924000.0,462000.0,8,2.06,False,Slipped 2mo+
NX-00634,Europe,2025-07-01,2025-12-01,2026-01-01,43.3,3810400.0,1905200.0,5,0.96,False,On plan
NX-00635,MENA,2025-07-01,2027-03-01,2027-09-01,8.3,672300.0,336150.0,20,5.75,False,Slipped 2mo+
NX-00636,MENA,2025-07-01,2025-12-01,2025-12-01,52.1,4220100.0,2110050.0,5,0.07,False,On plan
NX-00637,MENA,2025-07-01,2026-06-01,2026-06-01,12.2,988200.0,494100.0,11,0.23,False,On plan
NX-00638,MENA,2025-07-01,2026-04-01,,34.7,2810700.0,1405350.0,9,0.13,True,Cancelled
NX-00639,Australia/SEA,2025-07-01,2026-04-01,2026-08-01,31.7,2662800.0,1331400.0,9,4.27,False,Slipped 2mo+
NX-00640,Australia/SEA,2025-07-01,2026-10-01,2026-10-01,96.2,8080800.0,4040400.0,15,0.19,False,On plan
NX-00641,Australia/SEA,2025-07-01,2026-02-01,2026-02-01,11.0,924000.0,462000.0,7,0.43,False,On plan
NX-00642,LATAM,2025-07-01,2027-07-01,2027-07-01,30.5,2409500.0,1204750.0,24,0.0,False,On plan
NX-00643,LATAM,2025-07-01,2026-04-01,2026-09-01,21.9,1730100.0,865050.0,9,4.52,False,Slipped 2mo+
NX-00644,LATAM,2025-07-01,2025-12-01,2026-11-01,23.3,1840700.0,920350.0,5,11.21,False,Slipped 2mo+
NX-00645,US / Canada,2025-08-01,2026-01-01,2026-02-01,20.6,1709800.0000000002,854900.0000000001,5,1.37,False,On plan
NX-00646,US / Canada,2025-08-01,2026-01-01,2026-03-01,22.6,1875800.0,937900.0,5,2.31,False,Slipped 2mo+
NX-00647,US / Canada,2025-08-01,2026-01-01,2026-02-01,6.8,564400.0,282200.0,5,1.14,False,On plan
NX-00648,US / Canada,2025-08-01,2027-05-01,2027-05-01,19.3,1601900.0,800950.0,21,0.41,False,On plan
NX-00649,US / Canada,2025-08-01,2026-04-01,,11.3,937900.0,468950.0,8,0.03,True,Cancelled
NX-00650,US / Canada,2025-08-01,2026-07-01,2026-07-01,13.3,1103900.0,551950.0,11,0.05,False,On plan
NX-00651,US / Canada,2025-08-01,2026-06-01,2026-06-01,42.0,3486000.0,1743000.0,10,0.01,False,On plan
NX-00652,US / Canada,2025-08-01,2026-09-01,2026-09-01,18.3,1518900.0,759450.0,13,0.06,False,On plan
NX-00653,US / Canada,2025-08-01,2026-03-01,2026-03-01,28.1,2332300.0,1166150.0,7,0.03,False,On plan
NX-00654,US / Canada,2025-08-01,2026-01-01,2026-02-01,11.0,913000.0,456500.0,5,1.46,False,On plan
NX-00655,US / Canada,2025-08-01,2026-11-01,2026-11-01,19.7,1635100.0,817550.0,15,0.17,False,On plan
NX-00656,US / Canada,2025-08-01,2026-03-01,2026-03-01,9.1,755300.0,377650.0,7,0.07,False,On plan
NX-00657,US / Canada,2025-08-01,2027-03-01,2027-03-01,11.0,913000.0,456500.0,19,0.0,False,On plan
NX-00658,US / Canada,2025-08-01,2026-05-01,2026-05-01,23.9,1983700.0,991850.0,9,0.0,False,On plan
NX-00659,US / Canada,2025-08-01,2026-02-01,2026-03-01,23.6,1958800.0,979400.0,6,0.74,False,On plan
NX-00660,US / Canada,2025-08-01,2026-04-01,2026-04-01,55.1,4573300.0,2286650.0,8,0.47,False,On plan
NX-00661,US / Canada,2025-08-01,2026-01-01,2026-01-01,16.6,1377800.0000000002,688900.0000000001,5,0.14,False,On plan
NX-00662,US / Canada,2025-08-01,2026-02-01,,14.1,1170300.0,585150.0,6,0.04,True,Cancelled
NX-00663,US / Canada,2025-08-01,2026-01-01,2026-01-01,81.5,6764500.0,3382250.0,5,0.06,False,On plan
NX-00664,US / Canada,2025-08-01,2026-01-01,2026-02-01,6.5,539500.0,269750.0,5,0.81,False,On plan
NX-00665,US / Canada,2025-08-01,2026-08-01,2026-08-01,15.3,1269900.0,634950.0,12,0.0,False,On plan
NX-00666,US / Canada,2025-08-01,2026-05-01,2026-06-01,16.8,1394400.0,697200.0,9,0.64,False,On plan
NX-00667,US / Canada,2025-08-01,2026-01-01,2026-01-01,14.5,1203500.0,601750.0,5,0.0,False,On plan
NX-00668,US / Canada,2025-08-01,2026-01-01,2026-01-01,14.2,1178600.0,589300.0,5,0.0,False,On plan
NX-00669,US / Canada,2025-08-01,2026-01-01,2026-01-01,18.4,1527199.9999999998,763599.9999999999,5,0.01,False,On plan
NX-00670,US / Canada,2025-08-01,2026-10-01,2026-10-01,29.8,2473400.0,1236700.0,14,0.14,False,On plan
NX-00671,US / Canada,2025-08-01,2026-06-01,2026-09-01,16.9,1402699.9999999998,701349.9999999999,10,2.65,False,Slipped 2mo+
NX-00672,US / Canada,2025-08-01,2026-10-01,2026-11-01,49.1,4075300.0,2037650.0,14,0.54,False,On plan
NX-00673,Europe,2025-08-01,2026-09-01,2026-10-01,7.4,651200.0,325600.0,13,0.98,False,On plan
NX-00674,Europe,2025-08-01,2026-01-01,2026-02-01,10.7,941600.0,470800.0,5,0.53,False,On plan
NX-00675,Europe,2025-08-01,2026-04-01,2026-04-01,6.1,536800.0,268400.0,8,0.07,False,On plan
NX-00676,Europe,2025-08-01,2026-01-01,2026-02-01,7.7,677600.0,338800.0,5,0.51,False,On plan
NX-00677,MENA,2025-08-01,2026-01-01,2026-05-01,11.8,955800.0,477900.0,5,4.44,False,Slipped 2mo+
NX-00678,India,2025-08-01,2026-04-01,2026-04-01,39.3,2790300.0,1395150.0,8,0.05,False,On plan
NX-00679,India,2025-08-01,2026-03-01,2026-05-01,8.9,631900.0,315950.0,7,1.55,False,On plan
NX-00680,LATAM,2025-08-01,2026-07-01,2026-07-01,19.5,1540500.0,770250.0,11,0.31,False,On plan
NX-00681,LATAM,2025-08-01,2026-01-01,2026-01-01,5.8,458200.0,229100.0,5,0.21,False,On plan
NX-00682,LATAM,2025-08-01,2026-12-01,2027-05-01,23.2,1832800.0,916400.0,16,4.51,False,Slipped 2mo+
NX-00683,LATAM,2025-08-01,2026-10-01,,16.9,1335100.0,667550.0,14,0.37,True,Cancelled
NX-00684,US / Canada,2025-09-01,2026-04-01,2026-06-01,3.6,298800.0,149400.0,7,2.09,False,Slipped 2mo+
NX-00685,US / Canada,2025-09-01,2026-04-01,2026-04-01,16.5,1369500.0,684750.0,7,0.27,False,On plan
NX-00686,US / Canada,2025-09-01,2026-02-01,2026-02-01,11.5,954500.0,477250.0,5,0.2,False,On plan
