order_id,region,market,edge_case,booked_month,mw,order_value,material_committed,promised_months,expected_conversion,slip_months,actual_conversion,cancelled
NX-00449,LATAM,LATAM,False,2025-02-01,7.1,560900.0,420675.0,9,2025-11-01,5.61,2026-05-01,False
NX-00450,North America,US / Canada,False,2025-03-01,14.4,1195200.0,896400.0,5,2025-08-01,2.72,2025-11-01,False
NX-00451,North America,US / Canada,False,2025-03-01,8.5,705500.0,529125.0,2,2025-05-01,0.0,2025-05-01,False
NX-00452,North America,US / Canada,False,2025-03-01,6.7,556100.0,417075.0,13,2026-04-01,0.01,2026-04-01,False
NX-00453,North America,US / Canada,False,2025-03-01,9.9,821700.0,616275.0,18,2026-09-01,0.03,2026-09-01,False
NX-00454,North America,US / Canada,False,2025-03-01,24.7,2050100.0,1537575.0,10,2026-01-01,0.26,2026-01-01,False
NX-00455,North America,US / Canada,False,2025-03-01,31.3,2597900.0,1948425.0,6,2025-09-01,0.01,2025-09-01,False
NX-00456,North America,US / Canada,False,2025-03-01,15.2,1261600.0,946200.0,10,2026-01-01,0.45,2026-01-01,False
NX-00457,North America,US / Canada,False,2025-03-01,31.8,2639400.0,1979550.0,4,2025-07-01,0.0,2025-07-01,False
NX-00458,North America,US / Canada,False,2025-03-01,13.2,1095600.0,821700.0,4,2025-07-01,0.0,2025-07-01,False
NX-00459,North America,US / Canada,False,2025-03-01,12.8,1062400.0,796800.0,5,2025-08-01,0.0,2025-08-01,False
NX-00460,North America,US / Canada,False,2025-03-01,14.9,1236700.0,927525.0,9,2025-12-01,0.0,2025-12-01,False
NX-00461,North America,US / Canada,False,2025-03-01,7.4,614200.0,460650.0,4,2025-07-01,0.36,2025-07-01,False
NX-00462,North America,US / Canada,False,2025-03-01,38.7,3212100.0000000005,2409075.0000000005,10,2026-01-01,1.11,2026-02-01,False
NX-00463,North America,US / Canada,False,2025-03-01,4.3,356900.0,267675.0,9,2025-12-01,0.1,2025-12-01,False
NX-00464,North America,US / Canada,False,2025-03-01,19.9,1651699.9999999998,1238774.9999999998,8,2025-11-01,2.93,2026-02-01,False
NX-00465,North America,US / Canada,False,2025-03-01,11.5,954500.0,715875.0,4,2025-07-01,0.11,2025-07-01,False
NX-00466,North America,US / Canada,False,2025-03-01,5.4,448200.00000000006,336150.00000000006,13,2026-04-01,0.0,2026-04-01,False
NX-00467,North America,US / Canada,False,2025-03-01,22.8,1892400.0,1419300.0,6,2025-09-01,0.0,2025-09-01,False
NX-00468,North America,US / Canada,False,2025-03-01,25.2,2091600.0,1568700.0,6,2025-09-01,0.03,2025-09-01,False
NX-00469,North America,US / Canada,False,2025-03-01,13.3,1103900.0,827925.0,11,2026-02-01,0.0,2026-02-01,False
NX-00470,North America,US / Canada,False,2025-03-01,3.0,249000.0,186750.0,7,2025-10-01,0.0,2025-10-01,False
NX-00471,North America,US / Canada,False,2025-03-01,6.7,556100.0,417075.0,8,2025-11-01,0.02,2025-11-01,False
NX-00472,North America,US / Canada,False,2025-03-01,14.8,1228400.0,921300.0,5,2025-08-01,1.21,2025-09-01,False
NX-00473,North America,US / Canada,False,2025-03-01,31.0,2573000.0,1929750.0,7,2025-10-01,0.08,2025-10-01,False
NX-00474,North America,US / Canada,False,2025-03-01,7.1,589300.0,441975.0,7,2025-10-01,0.15,2025-10-01,False
NX-00475,North America,US / Canada,False,2025-03-01,5.4,448200.00000000006,336150.00000000006,3,2025-06-01,0.01,2025-06-01,False
NX-00476,North America,US / Canada,False,2025-03-01,4.8,398400.0,298800.0,6,2025-09-01,0.01,2025-09-01,False
NX-00477,North America,US / Canada,False,2025-03-01,9.0,747000.0,560250.0,18,2026-09-01,0.12,2026-09-01,False
NX-00478,North America,US / Canada,False,2025-03-01,11.3,937900.0000000001,703425.0000000001,7,2025-10-01,0.08,2025-10-01,False
NX-00479,North America,US / Canada,False,2025-03-01,31.7,2631100.0,1973325.0,10,2026-01-01,0.0,2026-01-01,False
NX-00480,EMEA,Europe,False,2025-03-01,6.6,580800.0,435600.0,1,2025-04-01,2.89,2025-07-01,False
NX-00481,EMEA,Europe,False,2025-03-01,4.6,404799.99999999994,303599.99999999994,2,2025-05-01,0.31,2025-05-01,False
NX-00482,EMEA,Europe,False,2025-03-01,23.7,2085600.0,1564200.0,9,2025-12-01,0.07,2025-12-01,False
NX-00483,EMEA,Europe,False,2025-03-01,20.0,1760000.0,1320000.0,3,2025-06-01,0.11,2025-06-01,False
NX-00484,EMEA,MENA,False,2025-03-01,6.4,518400.0,388800.0,12,2026-03-01,0.89,2026-04-01,False
NX-00485,EMEA,MENA,False,2025-03-01,26.4,2138400.0,1603800.0,5,2025-08-01,0.98,2025-09-01,False
NX-00486,EMEA,MENA,False,2025-03-01,18.1,1466100.0,1099575.0,17,2026-08-01,11.55,2027-08-01,False
NX-00487,EMEA,MENA,False,2025-03-01,12.5,1012500.0,759375.0,10,2026-01-01,2.8,2026-04-01,False
NX-00488,APAC,India,True,2025-03-01,16.8,1192800.0,894600.0,10,2026-01-01,5.85,2026-07-01,False
NX-00489,APAC,Australia/SEA,False,2025-03-01,25.7,2158800.0,1619100.0,5,2025-08-01,1.68,2025-10-01,False
NX-00490,APAC,Australia/SEA,False,2025-03-01,2.2,184800.00000000003,138600.00000000003,11,2026-02-01,0.93,2026-03-01,False
NX-00491,LATAM,LATAM,False,2025-03-01,40.9,3231100.0,2423325.0,12,2026-03-01,14.94,2027-06-01,False
NX-00492,LATAM,LATAM,False,2025-03-01,9.9,782100.0,586575.0,9,2025-12-01,0.07,2025-12-01,False
NX-00493,LATAM,LATAM,False,2025-03-01,10.6,837400.0,628050.0,5,2025-08-01,0.23,,True
NX-00494,LATAM,LATAM,False,2025-03-01,13.3,1050700.0,788025.0,7,2025-10-01,1.19,2025-11-01,False
NX-00495,North America,US / Canada,False,2025-04-01,4.9,406700.00000000006,305025.00000000006,7,2025-11-01,0.0,2025-11-01,False
NX-00496,North America,US / Canada,False,2025-04-01,5.8,481400.0,361050.0,5,2025-09-01,0.0,2025-09-01,False
NX-00497,North America,US / Canada,False,2025-04-01,15.0,1245000.0,933750.0,7,2025-11-01,0.16,2025-11-01,False
NX-00498,North America,US / Canada,False,2025-04-01,14.7,1220100.0,915075.0,6,2025-10-01,2.99,2026-01-01,False
NX-00499,North America,US / Canada,False,2025-04-01,8.6,713800.0,535350.0,4,2025-08-01,0.89,2025-09-01,False
NX-00500,North America,US / Canada,False,2025-04-01,6.0,498000.0,373500.0,8,2025-12-01,0.0,2025-12-01,False
NX-00501,North America,US / Canada,False,2025-04-01,6.4,531200.0,398400.0,12,2026-04-01,0.53,2026-05-01,False
NX-00502,North America,US / Canada,False,2025-04-01,34.3,2846899.9999999995,2135174.9999999995,7,2025-11-01,0.0,2025-11-01,False
NX-00503,North America,US / Canada,False,2025-04-01,18.3,1518900.0,1139175.0,5,2025-09-01,3.07,2025-12-01,False
NX-00504,North America,US / Canada,False,2025-04-01,11.9,987700.0,740775.0,5,2025-09-01,0.0,2025-09-01,False
NX-00505,North America,US / Canada,False,2025-04-01,34.8,2888399.9999999995,2166299.9999999995,10,2026-02-01,0.02,2026-02-01,False
NX-00506,North America,US / Canada,False,2025-04-01,3.6,298800.0,224100.0,9,2026-01-01,0.44,2026-01-01,False
NX-00507,North America,US / Canada,False,2025-04-01,7.2,597600.0,448200.0,10,2026-02-01,0.0,2026-02-01,False
NX-00508,North America,US / Canada,False,2025-04-01,4.5,373500.0,280125.0,4,2025-08-01,0.12,2025-08-01,False
NX-00509,North America,US / Canada,False,2025-04-01,38.6,3203800.0,2402850.0,6,2025-10-01,0.01,2025-10-01,False
NX-00510,North America,US / Canada,False,2025-04-01,10.6,879800.0,659850.0,13,2026-05-01,0.01,2026-05-01,False
NX-00511,North America,US / Canada,False,2025-04-01,8.5,705500.0,529125.0,8,2025-12-01,0.48,2025-12-01,False
NX-00512,North America,US / Canada,False,2025-04-01,18.9,1568699.9999999998,1176524.9999999998,5,2025-09-01,0.28,2025-09-01,False
NX-00513,North America,US / Canada,False,2025-04-01,20.5,1701500.0,1276125.0,6,2025-10-01,1.41,2025-11-01,False
NX-00514,North America,US / Canada,False,2025-04-01,14.0,1162000.0,871500.0,12,2026-04-01,0.03,2026-04-01,False
NX-00515,North America,US / Canada,False,2025-04-01,11.6,962800.0,722100.0,7,2025-11-01,0.01,2025-11-01,False
NX-00516,North America,US / Canada,False,2025-04-01,10.0,830000.0,622500.0,3,2025-07-01,1.39,2025-08-01,False
NX-00517,North America,US / Canada,False,2025-04-01,10.5,871500.0,653625.0,6,2025-10-01,0.0,2025-10-01,False
NX-00518,North America,US / Canada,False,2025-04-01,16.4,1361199.9999999998,1020899.9999999998,11,2026-03-01,3.31,2026-06-01,False
NX-00519,North America,US / Canada,False,2025-04-01,9.8,813400.0000000001,610050.0000000001,12,2026-04-01,0.28,2026-04-01,False
NX-00520,North America,US / Canada,False,2025-04-01,31.6,2622800.0,1967100.0,6,2025-10-01,0.62,2025-11-01,False
NX-00521,North America,US / Canada,False,2025-04-01,13.7,1137100.0,852825.0,4,2025-08-01,0.35,2025-08-01,False
NX-00522,North America,US / Canada,False,2025-04-01,5.0,415000.0,311250.0,7,2025-11-01,0.0,2025-11-01,False
NX-00523,North America,US / Canada,False,2025-04-01,24.2,2008600.0,1506450.0,10,2026-02-01,0.44,2026-02-01,False
NX-00524,North America,US / Canada,False,2025-04-01,4.3,356900.0,267675.0,9,2026-01-01,1.97,2026-03-01,False
NX-00525,EMEA,Europe,False,2025-04-01,3.4,299200.0,224400.0,8,2025-12-01,0.31,2025-12-01,False
NX-00526,EMEA,Europe,False,2025-04-01,40.6,3572800.0,2679600.0,8,2025-12-01,0.03,2025-12-01,False
NX-00527,EMEA,Europe,False,2025-04-01,22.3,1962400.0,1471800.0,10,2026-02-01,0.0,2026-02-01,False
NX-00528,EMEA,Europe,False,2025-04-01,15.7,1381600.0,1036200.0,5,2025-09-01,4.92,2026-02-01,False
NX-00529,EMEA,Europe,False,2025-04-01,17.7,1557600.0,1168200.0,5,2025-09-01,0.41,2025-09-01,False
NX-00530,EMEA,Europe,False,2025-04-01,18.0,1584000.0,1188000.0,7,2025-11-01,0.0,2025-11-01,False
NX-00531,North America,US / Canada,False,2025-05-01,21.2,1759600.0,1319700.0,10,2026-03-01,0.07,2026-03-01,False
NX-00532,North America,US / Canada,False,2025-05-01,3.9,323700.0,242775.0,8,2026-01-01,0.08,2026-01-01,False
NX-00533,North America,US / Canada,False,2025-05-01,16.4,1361199.9999999998,1020899.9999999998,10,2026-03-01,0.0,2026-03-01,False
NX-00534,North America,US / Canada,False,2025-05-01,21.7,1801100.0,1350825.0,13,2026-06-01,1.51,2026-08-01,False
NX-00535,North America,US / Canada,False,2025-05-01,11.1,921300.0,690975.0,5,2025-10-01,0.01,2025-10-01,False
NX-00536,North America,US / Canada,False,2025-05-01,7.7,639100.0,479325.0,8,2026-01-01,0.0,2026-01-01,False
NX-00537,North America,US / Canada,False,2025-05-01,20.8,1726400.0,1294800.0,14,2026-07-01,0.29,2026-07-01,False
NX-00538,North America,US / Canada,False,2025-05-01,41.4,3436200.0,2577150.0,10,2026-03-01,0.0,2026-03-01,False
NX-00539,North America,US / Canada,False,2025-05-01,20.6,1709800.0000000002,1282350.0000000002,10,2026-03-01,0.0,2026-03-01,False
NX-00540,North America,US / Canada,False,2025-05-01,98.5,8175500.0,6131625.0,4,2025-09-01,0.05,2025-09-01,False
NX-00541,North America,US / Canada,False,2025-05-01,19.2,1593600.0,1195200.0,14,2026-07-01,0.02,2026-07-01,False
NX-00542,North America,US / Canada,False,2025-05-01,25.8,2141400.0,1606050.0,8,2026-01-01,0.0,2026-01-01,False
NX-00543,North America,US / Canada,False,2025-05-01,16.2,1344600.0,1008450.0,19,2026-12-01,0.11,2026-12-01,False
NX-00544,North America,US / Canada,False,2025-05-01,29.0,2407000.0,1805250.0,2,2025-07-01,9.28,2026-04-01,False
NX-00545,North America,US / Canada,False,2025-05-01,3.6,298800.0,224100.0,9,2026-02-01,0.35,2026-02-01,False
NX-00546,North America,US / Canada,False,2025-05-01,11.2,929599.9999999999,697199.9999999999,5,2025-10-01,0.03,2025-10-01,False
NX-00547,North America,US / Canada,False,2025-05-01,11.2,929599.9999999999,697199.9999999999,12,2026-05-01,0.06,2026-05-01,False
NX-00548,North America,US / Canada,False,2025-05-01,14.0,1162000.0,871500.0,3,2025-08-01,0.0,2025-08-01,False
NX-00549,North America,US / Canada,False,2025-05-01,13.7,1137100.0,852825.0,6,2025-11-01,0.0,2025-11-01,False
NX-00550,North America,US / Canada,False,2025-05-01,16.4,1361199.9999999998,1020899.9999999998,8,2026-01-01,0.35,2026-01-01,False
NX-00551,North America,US / Canada,False,2025-05-01,24.2,2008600.0,1506450.0,13,2026-06-01,2.88,2026-09-01,False
NX-00552,North America,US / Canada,False,2025-05-01,11.4,946200.0,709650.0,19,2026-12-01,0.01,2026-12-01,False
NX-00553,North America,US / Canada,False,2025-05-01,7.1,589300.0,441975.0,7,2025-12-01,0.5,2025-12-01,False
NX-00554,North America,US / Canada,False,2025-05-01,81.6,6772799.999999999,5079599.999999999,11,2026-04-01,0.06,2026-04-01,False
NX-00555,North America,US / Canada,False,2025-05-01,4.6,381799.99999999994,286349.99999999994,18,2026-11-01,2.35,2027-01-01,False
NX-00556,North America,US / Canada,False,2025-05-01,9.1,755300.0,566475.0,3,2025-08-01,0.07,2025-08-01,False
NX-00557,North America,US / Canada,False,2025-05-01,28.3,2348900.0,1761675.0,6,2025-11-01,0.04,2025-11-01,False
NX-00558,North America,US / Canada,False,2025-05-01,6.2,514600.0,385950.0,8,2026-01-01,0.16,2026-01-01,False
NX-00559,EMEA,Europe,False,2025-05-01,2.2,193600.00000000003,145200.00000000003,4,2025-09-01,0.01,2025-09-01,False
NX-00560,EMEA,Europe,False,2025-05-01,35.3,3106399.9999999995,2329799.9999999995,7,2025-12-01,0.01,2025-12-01,False
NX-00561,EMEA,Europe,False,2025-05-01,23.0,2024000.0,1518000.0,13,2026-06-01,0.53,2026-07-01,False
NX-00562,EMEA,Europe,False,2025-05-01,11.8,1038400.0000000001,778800.0000000001,9,2026-02-01,0.49,2026-02-01,False
NX-00563,EMEA,MENA,False,2025-05-01,106.4,8618400.0,6463800.0,6,2025-11-01,0.91,2025-12-01,False
NX-00564,EMEA,MENA,False,2025-05-01,83.9,6795900.0,5096925.0,8,2026-01-01,0.07,2026-01-01,False
NX-00565,APAC,India,True,2025-05-01,8.8,624800.0,468600.0,15,2026-08-01,0.76,2026-09-01,False
NX-00566,APAC,India,True,2025-05-01,13.6,965600.0,724200.0,12,2026-05-01,3.21,2026-08-01,False
NX-00567,APAC,Australia/SEA,False,2025-05-01,12.8,1075200.0,806400.0,10,2026-03-01,1.85,2026-05-01,False
NX-00568,APAC,Australia/SEA,False,2025-05-01,6.4,537600.0,403200.0,11,2026-04-01,1.84,2026-06-01,False
NX-00569,LATAM,LATAM,False,2025-05-01,19.3,1524700.0,1143525.0,10,2026-03-01,3.58,2026-07-01,False
NX-00570,LATAM,LATAM,False,2025-05-01,27.3,2156700.0,1617525.0,13,2026-06-01,0.15,2026-06-01,False
NX-00571,North America,US / Canada,False,2025-06-01,18.7,1552100.0,1164075.0,7,2026-01-01,0.01,2026-01-01,False
NX-00572,North America,US / Canada,False,2025-06-01,12.1,1004300.0,753225.0,6,2025-12-01,4.21,2026-04-01,False
NX-00573,North America,US / Canada,False,2025-06-01,29.8,2473400.0,1855050.0,5,2025-11-01,0.04,2025-11-01,False
NX-00574,North America,US / Canada,False,2025-06-01,14.7,1220100.0,915075.0,4,2025-10-01,0.94,2025-11-01,False
NX-00575,North America,US / Canada,False,2025-06-01,7.9,655700.0,491775.0,7,2026-01-01,0.53,2026-02-01,False
NX-00576,North America,US / Canada,False,2025-06-01,13.1,1087300.0,815475.0,3,2025-09-01,0.0,2025-09-01,False
NX-00577,North America,US / Canada,False,2025-06-01,11.6,962800.0,722100.0,17,2026-11-01,1.9,2027-01-01,False
NX-00578,North America,US / Canada,False,2025-06-01,3.9,323700.0,242775.0,7,2026-01-01,3.46,2026-04-01,False
NX-00579,North America,US / Canada,False,2025-06-01,6.7,556100.0,417075.0,6,2025-12-01,0.0,2025-12-01,False
NX-00580,North America,US / Canada,False,2025-06-01,6.1,506299.99999999994,379724.99999999994,5,2025-11-01,0.0,2025-11-01,False
NX-00581,North America,US / Canada,False,2025-06-01,6.5,539500.0,404625.0,7,2026-01-01,0.0,2026-01-01,False
NX-00582,North America,US / Canada,False,2025-06-01,8.0,664000.0,498000.0,8,2026-02-01,0.49,2026-02-01,False
NX-00583,North America,US / Canada,False,2025-06-01,2.8,232399.99999999997,174299.99999999997,20,2027-02-01,0.09,2027-02-01,False
NX-00584,North America,US / Canada,False,2025-06-01,21.1,1751300.0000000002,1313475.0000000002,4,2025-10-01,0.13,2025-10-01,False
NX-00585,North America,US / Canada,False,2025-06-01,5.9,489700.00000000006,367275.00000000006,16,2026-10-01,0.04,2026-10-01,False
NX-00586,North America,US / Canada,False,2025-06-01,6.4,531200.0,398400.0,9,2026-03-01,0.02,2026-03-01,False
NX-00587,North America,US / Canada,False,2025-06-01,10.7,888099.9999999999,666074.9999999999,22,2027-04-01,2.02,2027-06-01,False
NX-00588,North America,US / Canada,False,2025-06-01,4.1,340299.99999999994,255224.99999999994,9,2026-03-01,0.45,2026-03-01,False
NX-00589,North America,US / Canada,False,2025-06-01,19.2,1593600.0,1195200.0,5,2025-11-01,1.89,2026-01-01,False
NX-00590,North America,US / Canada,False,2025-06-01,10.9,904700.0,678525.0,6,2025-12-01,0.28,2025-12-01,False
NX-00591,North America,US / Canada,False,2025-06-01,25.5,2116500.0,1587375.0,5,2025-11-01,0.01,2025-11-01,False
NX-00592,North America,US / Canada,False,2025-06-01,6.9,572700.0,429525.0,5,2025-11-01,0.63,2025-12-01,False
NX-00593,North America,US / Canada,False,2025-06-01,30.5,2531500.0,1898625.0,8,2026-02-01,0.01,2026-02-01,False
NX-00594,North America,US / Canada,False,2025-06-01,18.2,1510600.0,1132950.0,8,2026-02-01,0.0,2026-02-01,False
NX-00595,EMEA,Europe,False,2025-06-01,12.2,1073600.0,805200.0,7,2026-01-01,0.08,2026-01-01,False
NX-00596,EMEA,Europe,False,2025-06-01,3.4,299200.0,224400.0,8,2026-02-01,1.62,2026-04-01,False
NX-00597,EMEA,Europe,False,2025-06-01,13.4,1179200.0,884400.0,6,2025-12-01,0.73,2026-01-01,False
NX-00598,EMEA,Europe,False,2025-06-01,9.9,871200.0,653400.0,10,2026-04-01,0.6,2026-05-01,False
NX-00599,EMEA,MENA,False,2025-06-01,42.6,3450600.0,2587950.0,5,2025-11-01,6.11,,True
NX-00600,EMEA,MENA,False,2025-06-01,15.5,1255500.0,941625.0,5,2025-11-01,0.09,2025-11-01,False
NX-00601,APAC,India,True,2025-06-01,11.8,837800.0,628350.0,5,2025-11-01,0.36,2025-11-01,False
NX-00602,APAC,Australia/SEA,False,2025-06-01,7.9,663600.0,497700.0,4,2025-10-01,1.77,2025-12-01,False
NX-00603,APAC,Australia/SEA,False,2025-06-01,8.4,705600.0,529200.0,2,2025-08-01,0.78,2025-09-01,False
NX-00604,APAC,Australia/SEA,False,2025-06-01,26.4,2217600.0,1663200.0,9,2026-03-01,3.54,2026-07-01,False
NX-00605,LATAM,LATAM,False,2025-06-01,34.3,2709700.0,2032275.0,7,2026-01-01,3.61,2026-05-01,False
NX-00606,LATAM,LATAM,False,2025-06-01,10.9,861100.0,645825.0,8,2026-02-01,0.25,2026-02-01,False
NX-00607,LATAM,LATAM,False,2025-06-01,5.5,434500.0,325875.0,6,2025-12-01,0.24,2025-12-01,False
NX-00608,North America,US / Canada,False,2025-07-01,22.2,1842600.0,1381950.0,13,2026-08-01,5.14,2027-01-01,False
NX-00609,North America,US / Canada,False,2025-07-01,15.7,1303100.0,977325.0,9,2026-04-01,0.01,2026-04-01,False
NX-00610,North America,US / Canada,False,2025-07-01,13.3,1103900.0,827925.0,11,2026-06-01,1.62,2026-08-01,False
NX-00611,North America,US / Canada,False,2025-07-01,5.5,456500.0,342375.0,22,2027-05-01,0.01,2027-05-01,False
NX-00612,North America,US / Canada,False,2025-07-01,8.7,722099.9999999999,541574.9999999999,7,2026-02-01,1.12,2026-03-01,False
NX-00613,North America,US / Canada,False,2025-07-01,4.1,340299.99999999994,255224.99999999994,10,2026-05-01,0.0,2026-05-01,False
NX-00614,North America,US / Canada,False,2025-07-01,5.5,456500.0,342375.0,12,2026-07-01,1.37,2026-08-01,False
NX-00615,North America,US / Canada,False,2025-07-01,32.5,2697500.0,2023125.0,8,2026-03-01,0.03,2026-03-01,False
NX-00616,North America,US / Canada,False,2025-07-01,28.9,2398700.0,1799025.0,4,2025-11-01,3.64,2026-03-01,False
NX-00617,North America,US / Canada,False,2025-07-01,16.0,1328000.0,996000.0,3,2025-10-01,0.01,2025-10-01,False
NX-00618,North America,US / Canada,False,2025-07-01,12.7,1054100.0,790575.0,10,2026-05-01,2.28,2026-07-01,False
NX-00619,North America,US / Canada,False,2025-07-01,11.5,954500.0,715875.0,4,2025-11-01,0.1,2025-11-01,False
NX-00620,North America,US / Canada,False,2025-07-01,5.6,464799.99999999994,348599.99999999994,9,2026-04-01,0.32,2026-04-01,False
NX-00621,North America,US / Canada,False,2025-07-01,13.3,1103900.0,827925.0,7,2026-02-01,0.07,2026-02-01,False
NX-00622,North America,US / Canada,False,2025-07-01,16.5,1369500.0,1027125.0,12,2026-07-01,0.15,2026-07-01,False
NX-00623,North America,US / Canada,False,2025-07-01,17.8,1477400.0,1108050.0,2,2025-09-01,0.0,2025-09-01,False
NX-00624,North America,US / Canada,False,2025-07-01,11.8,979400.0000000001,734550.0000000001,7,2026-02-01,0.66,2026-03-01,False
NX-00625,North America,US / Canada,False,2025-07-01,12.6,1045800.0,784350.0,4,2025-11-01,0.64,2025-12-01,False
NX-00626,North America,US / Canada,False,2025-07-01,11.4,946200.0,709650.0,3,2025-10-01,0.19,2025-10-01,False
NX-00627,North America,US / Canada,False,2025-07-01,16.9,1402699.9999999998,1052024.9999999998,5,2025-12-01,0.06,2025-12-01,False
NX-00628,North America,US / Canada,False,2025-07-01,7.8,647400.0,485550.0,14,2026-09-01,0.0,2026-09-01,False
NX-00629,North America,US / Canada,False,2025-07-01,8.2,680599.9999999999,510449.9999999999,20,2027-03-01,0.0,2027-03-01,False
NX-00630,North America,US / Canada,False,2025-07-01,51.5,4274500.0,3205875.0,6,2026-01-01,0.01,2026-01-01,False
NX-00631,EMEA,Europe,False,2025-07-01,12.5,1100000.0,825000.0,6,2026-01-01,0.66,2026-02-01,False
NX-00632,EMEA,Europe,False,2025-07-01,17.2,1513600.0,1135200.0,7,2026-02-01,3.82,2026-06-01,False
NX-00633,EMEA,Europe,False,2025-07-01,10.5,924000.0,693000.0,8,2026-03-01,2.06,2026-05-01,False
NX-00634,EMEA,Europe,False,2025-07-01,43.3,3810399.9999999995,2857799.9999999995,1,2025-08-01,0.96,2025-09-01,False
NX-00635,EMEA,MENA,False,2025-07-01,8.3,672300.0,504225.0,20,2027-03-01,5.75,2027-09-01,False
NX-00636,EMEA,MENA,False,2025-07-01,52.1,4220100.0,3165075.0,5,2025-12-01,0.07,2025-12-01,False
NX-00637,EMEA,MENA,False,2025-07-01,12.2,988200.0,741150.0,11,2026-06-01,0.23,2026-06-01,False
NX-00638,EMEA,MENA,False,2025-07-01,34.7,2810700.0,2108025.0,9,2026-04-01,0.13,,True
NX-00639,APAC,Australia/SEA,False,2025-07-01,31.7,2662800.0,1997100.0,9,2026-04-01,4.27,2026-08-01,False
NX-00640,APAC,Australia/SEA,False,2025-07-01,96.2,8080800.0,6060600.0,15,2026-10-01,0.19,2026-10-01,False
NX-00641,APAC,Australia/SEA,False,2025-07-01,11.0,924000.0,693000.0,7,2026-02-01,0.43,2026-02-01,False
NX-00642,LATAM,LATAM,False,2025-07-01,30.5,2409500.0,1807125.0,24,2027-07-01,0.0,2027-07-01,False
NX-00643,LATAM,LATAM,False,2025-07-01,21.9,1730100.0,1297575.0,9,2026-04-01,4.52,2026-09-01,False
NX-00644,LATAM,LATAM,False,2025-07-01,23.3,1840700.0,1380525.0,3,2025-10-01,11.21,2026-09-01,False
NX-00645,North America,US / Canada,False,2025-08-01,20.6,1709800.0000000002,1282350.0000000002,3,2025-11-01,1.37,2025-12-01,False
NX-00646,North America,US / Canada,False,2025-08-01,22.6,1875800.0000000002,1406850.0000000002,5,2026-01-01,2.31,2026-03-01,False
NX-00647,North America,US / Canada,False,2025-08-01,6.8,564400.0,423300.0,2,2025-10-01,1.14,2025-11-01,False
NX-00648,North America,US / Canada,False,2025-08-01,19.3,1601900.0,1201425.0,21,2027-05-01,0.41,2027-05-01,False
NX-00649,North America,US / Canada,False,2025-08-01,11.3,937900.0000000001,703425.0000000001,8,2026-04-01,0.03,,True
NX-00650,North America,US / Canada,False,2025-08-01,13.3,1103900.0,827925.0,11,2026-07-01,0.05,2026-07-01,False
NX-00651,North America,US / Canada,False,2025-08-01,42.0,3486000.0,2614500.0,10,2026-06-01,0.01,2026-06-01,False
NX-00652,North America,US / Canada,False,2025-08-01,18.3,1518900.0,1139175.0,13,2026-09-01,0.06,2026-09-01,False
NX-00653,North America,US / Canada,False,2025-08-01,28.1,2332300.0,1749225.0,7,2026-03-01,0.03,2026-03-01,False
NX-00654,North America,US / Canada,False,2025-08-01,11.0,913000.0,684750.0,3,2025-11-01,1.46,2025-12-01,False
NX-00655,North America,US / Canada,False,2025-08-01,19.7,1635100.0,1226325.0,15,2026-11-01,0.17,2026-11-01,False
NX-00656,North America,US / Canada,False,2025-08-01,9.1,755300.0,566475.0,7,2026-03-01,0.07,2026-03-01,False
NX-00657,North America,US / Canada,False,2025-08-01,11.0,913000.0,684750.0,19,2027-03-01,0.0,2027-03-01,False
NX-00658,North America,US / Canada,False,2025-08-01,23.9,1983699.9999999998,1487774.9999999998,9,2026-05-01,0.0,2026-05-01,False
NX-00659,North America,US / Canada,False,2025-08-01,23.6,1958800.0000000002,1469100.0000000002,6,2026-02-01,0.74,2026-03-01,False
NX-00660,North America,US / Canada,False,2025-08-01,55.1,4573300.0,3429975.0,8,2026-04-01,0.47,2026-04-01,False
NX-00661,North America,US / Canada,False,2025-08-01,16.6,1377800.0000000002,1033350.0000000002,5,2026-01-01,0.14,2026-01-01,False
NX-00662,North America,US / Canada,False,2025-08-01,14.1,1170300.0,877725.0,6,2026-02-01,0.04,,True
NX-00663,North America,US / Canada,False,2025-08-01,81.5,6764500.0,5073375.0,5,2026-01-01,0.06,2026-01-01,False
NX-00664,North America,US / Canada,False,2025-08-01,6.5,539500.0,404625.0,2,2025-10-01,0.81,2025-11-01,False
NX-00665,North America,US / Canada,False,2025-08-01,15.3,1269900.0,952425.0,12,2026-08-01,0.0,2026-08-01,False
NX-00666,North America,US / Canada,False,2025-08-01,16.8,1394400.0,1045800.0,9,2026-05-01,0.64,2026-06-01,False
NX-00667,North America,US / Canada,False,2025-08-01,14.5,1203500.0,902625.0,4,2025-12-01,0.0,2025-12-01,False
NX-00668,North America,US / Canada,False,2025-08-01,14.2,1178600.0,883950.0,5,2026-01-01,0.0,2026-01-01,False
NX-00669,North America,US / Canada,False,2025-08-01,18.4,1527199.9999999998,1145399.9999999998,3,2025-11-01,0.01,2025-11-01,False
NX-00670,North America,US / Canada,False,2025-08-01,29.8,2473400.0,1855050.0,14,2026-10-01,0.14,2026-10-01,False
NX-00671,North America,US / Canada,False,2025-08-01,16.9,1402699.9999999998,1052024.9999999998,10,2026-06-01,2.65,2026-09-01,False
NX-00672,North America,US / Canada,False,2025-08-01,49.1,4075300.0,3056475.0,14,2026-10-01,0.54,2026-11-01,False
